logFC	p-value	q-value	SYMBOL
0.18	0.056	0.26	IFT88
-0.63	0.057	0.26	RASSF6
0.18	0.057	0.26	NUDCD1
1.06	0.057	0.26	GOLGA7B
-0.1	0.057	0.26	PRDM4
-0.48	0.057	0.26	ADARB1
-0.27	0.057	0.26	UCHL5
-0.25	0.057	0.26	PHF1
0.32	0.057	0.26	SMOX
0.18	0.057	0.26	GLTSCR1
0.26	0.057	0.26	ZNF19
0.26	0.057	0.26	TAT
0.4	0.057	0.26	KCNN3
0.25	0.057	0.26	IDH2
0.22	0.057	0.26	ZNF181
-0.46	0.057	0.26	EPB41L4A
-0.84	0.057	0.26	NA
1.3	0.057	0.26	CYP4F2
0.18	0.057	0.26	KATNB1
0.28	0.057	0.26	LSM7
0.38	0.057	0.26	HADHA
-0.27	0.057	0.26	PSTK
-0.23	0.057	0.26	UGCG
0.68	0.057	0.26	NA
-0.26	0.057	0.26	ADGRG1
-0.17	0.058	0.26	POLE4
-0.14	0.058	0.26	HNRNPH2
0.67	0.058	0.26	GPR137C
0.63	0.058	0.26	NA
0.95	0.058	0.26	IVL
0.22	0.058	0.26	CETN3
0.55	0.058	0.26	SMPD5
0.26	0.058	0.26	NCEH1
-0.15	0.058	0.26	ZADH2
0.59	0.058	0.26	NA
0.37	0.058	0.26	GSTM1
0.17	0.058	0.26	PPIL4
0.29	0.058	0.26	DNHD1
0.22	0.058	0.26	NUP107
0.22	0.058	0.26	SNORA38
-0.2	0.058	0.26	MAGEH1
-0.96	0.058	0.26	EBD
-0.58	0.058	0.26	CDKL5
0.2	0.058	0.26	NUDT19
0.57	0.058	0.26	B4GALNT4
0.17	0.058	0.26	NA
-0.45	0.058	0.26	PIGZ
-0.2	0.058	0.26	NA
0.16	0.058	0.26	TRIM24
0.18	0.058	0.26	HSF2
-0.99	0.058	0.26	CIST1
-0.52	0.058	0.26	VIT
0.62	0.058	0.26	IGLL1
-0.25	0.058	0.26	LOC101904449
-0.22	0.059	0.26	GKAP1
0.66	0.059	0.26	TM4SF19
0.24	0.059	0.26	ZSWIM1
-0.19	0.059	0.26	RNF10
0.22	0.059	0.26	ING2
-0.12	0.059	0.26	DDX19A
-0.12	0.059	0.26	DDX19B
0.18	0.059	0.26	MBD3
-0.36	0.059	0.26	RASSF7
0.53	0.059	0.26	CERS4
-0.46	0.059	0.26	EPS8L1
0.81	0.059	0.26	INSRR
0.85	0.059	0.26	DMC1
0.77	0.059	0.26	NA
-0.18	0.059	0.26	SEC22C
-0.47	0.059	0.26	ABHD5
-0.25	0.059	0.26	MRPL41
0.2	0.059	0.26	INPP5B
0.11	0.059	0.26	RPA1
0.51	0.059	0.26	SELENBP1
0.26	0.059	0.26	PMS1
-0.19	0.059	0.26	DPY30
-0.48	0.059	0.26	MN1
0.17	0.06	0.26	NQO2
-0.29	0.06	0.26	DOK1
-0.54	0.06	0.26	MAL2
0.79	0.06	0.26	C2orf82
-0.35	0.06	0.26	ITGA3
-0.26	0.06	0.26	ATP7A
-0.14	0.06	0.26	CUL4A
0.15	0.06	0.26	NA
0.2	0.06	0.26	TTC28
0.22	0.06	0.26	NKRF
0.65	0.06	0.26	NA
-0.33	0.06	0.26	LOXL3
-0.31	0.06	0.26	TUBA1B
-0.31	0.06	0.26	TUBA1A
0.42	0.06	0.26	PABPC1L2A
1.09	0.06	0.26	NA
0.26	0.06	0.26	COL15A1
-0.22	0.06	0.26	TBCA
0.27	0.06	0.26	VSTM4
1.46	0.06	0.26	FCAMR
0.26	0.06	0.26	NHP2
-0.24	0.06	0.26	TMED4
0.19	0.06	0.26	TOMM40
0.46	0.06	0.26	NA
-0.21	0.06	0.26	CORO1C
0.34	0.06	0.26	TM4SF18
-0.33	0.06	0.26	SNTA1
-0.2	0.06	0.26	STX7
0.23	0.06	0.26	SLC39A10
-0.15	0.06	0.26	RAP1GDS1
0.74	0.06	0.26	BGN
0.19	0.06	0.26	LYRM9
-0.45	0.06	0.27	C14H8orf46
0.7	0.06	0.27	REEP6
-0.7	0.061	0.27	NA
-0.7	0.061	0.27	AKR1C4
-0.5	0.061	0.27	ITGB8
0.67	0.061	0.27	RBFOX3
-0.25	0.061	0.27	ZNF239
0.16	0.061	0.27	MCUR1
-0.29	0.061	0.27	EIF2B4
-0.12	0.061	0.27	CWC15
0.13	0.061	0.27	HNRNPR
-0.27	0.061	0.27	ESRRA
1.19	0.061	0.27	TRPV5
-0.25	0.061	0.27	GAS2L1
0.28	0.061	0.27	MAP2
-0.35	0.061	0.27	EDA
0.41	0.061	0.27	NGFRAP1
0.41	0.061	0.27	BEX4
1.32	0.061	0.27	THRSP
0.32	0.061	0.27	PRAP1
0.16	0.061	0.27	XPNPEP3
-0.2	0.061	0.27	NA
0.21	0.061	0.27	RRP8
-0.12	0.061	0.27	MED19
-0.2	0.061	0.27	TBC1D15
-0.96	0.061	0.27	NA
0.28	0.061	0.27	NNAT
-0.54	0.061	0.27	PRRG4
0.66	0.061	0.27	NA
-0.44	0.061	0.27	NA
0.39	0.061	0.27	CYP2R1
-0.62	0.062	0.27	NA
-0.31	0.062	0.27	SLC25A1
-0.34	0.062	0.27	NA
-0.76	0.062	0.27	CAMK2A
0.51	0.062	0.27	DDIT4L
-0.49	0.062	0.27	RDH11
0.19	0.062	0.27	SMC1A
-0.53	0.062	0.27	VLDLR
-0.29	0.062	0.27	RPL38
0.46	0.062	0.27	TMEM82
-0.55	0.062	0.27	RAB25
0.11	0.062	0.27	PASK
0.11	0.062	0.27	MTERF4
-0.23	0.062	0.27	NA
-0.2	0.062	0.27	AP5B1
-0.48	0.062	0.27	ILDR1
-0.94	0.062	0.27	NA
-0.44	0.062	0.27	PARD6B
-0.18	0.062	0.27	RRAGC
-0.23	0.063	0.27	RTN3
-0.23	0.063	0.27	PACS1
-0.13	0.063	0.27	TMEM14A
0.3	0.063	0.27	IGF2
-0.11	0.063	0.27	TBRG1
-0.19	0.063	0.27	YAE1D1
-0.17	0.063	0.27	RBM19
-0.14	0.063	0.27	HNRNPF
0.35	0.063	0.27	SAMD11
0.41	0.063	0.27	NA
0.87	0.063	0.27	PLEKHG4
0.33	0.063	0.27	WNK4
-0.2	0.063	0.27	STT3B
0.27	0.063	0.27	IL17D
-0.25	0.063	0.27	FGD6
0.5	0.063	0.27	CHRDL1
0.42	0.063	0.27	FAH
0.18	0.063	0.27	MRPL19
0.2	0.063	0.27	NA
-0.35	0.063	0.27	TMEM208
-0.29	0.063	0.27	GNPDA1
0.16	0.063	0.27	RBM4
0.16	0.063	0.27	RBM14
-0.55	0.063	0.27	CLDN19
0.7	0.063	0.27	SNORD113
0.18	0.063	0.27	SAE1
-0.31	0.064	0.27	LOC100850136
-0.82	0.064	0.27	MYF6
-0.13	0.064	0.27	GTF2H1
-0.27	0.064	0.27	PCGF5
-0.19	0.064	0.27	RPL9
0.17	0.064	0.27	PRKACB
-0.23	0.064	0.27	OS9
0.31	0.064	0.27	HOMER1
-0.38	0.064	0.27	GLIPR1
0.59	0.064	0.28	AK5
0.41	0.064	0.28	CHST15
0.17	0.064	0.28	UBA2
1.91	0.064	0.28	DPY19L2
-0.24	0.064	0.28	RNASEL
-0.27	0.064	0.28	PPP1R15B
-0.24	0.064	0.28	PQLC1
-0.16	0.064	0.28	CDK7
0.21	0.064	0.28	NA
0.24	0.064	0.28	BORA
0.17	0.064	0.28	PPID
0.7	0.064	0.28	NA
-0.18	0.065	0.28	GNA11
-1.53	0.065	0.28	LEP
0.32	0.065	0.28	MAF
-0.21	0.065	0.28	SLC27A1
-0.21	0.065	0.28	PGLS
0.41	0.065	0.28	NA
-1.18	0.065	0.28	NKX3-2
-0.34	0.065	0.28	ADAM1B
-0.59	0.065	0.28	NA
-0.2	0.065	0.28	PIK3CA
-0.2	0.065	0.28	EEF1A1
-0.15	0.065	0.28	WDFY1
0.21	0.065	0.28	CA9
-0.19	0.065	0.28	RASSF1
0.18	0.065	0.28	CLUH
0.58	0.065	0.28	LOC617079
-1.03	0.065	0.28	GRO1
0.4	0.065	0.28	C22H3orf18
0.68	0.065	0.28	CCL22
-0.17	0.065	0.28	VCPIP1
0.65	0.065	0.28	NA
0.19	0.065	0.28	SNX7
1.22	0.065	0.28	NA
0.47	0.065	0.28	TGIF2
0.61	0.065	0.28	NA
-0.41	0.065	0.28	FAM174B
0.24	0.065	0.28	PRMT5
0.57	0.065	0.28	LDHD
-0.12	0.065	0.28	GPN2
-0.12	0.065	0.28	GPATCH3
0.28	0.066	0.28	SACS
-0.2	0.066	0.28	RGS3
0.67	0.066	0.28	COL3A1
-0.31	0.066	0.28	CNN2
-0.18	0.066	0.28	LOC515358
0.51	0.066	0.28	FGF7
0.36	0.066	0.28	IFT80
0.49	0.066	0.28	PTPRT
0.43	0.066	0.28	PKDCC
0.22	0.066	0.28	CMTM7
1.23	0.066	0.28	TMEM213
-0.15	0.066	0.28	ZBTB17
-0.23	0.066	0.28	LOC515042
-0.68	0.066	0.28	TSPAN19
-0.3	0.066	0.28	MRPL27
0.16	0.066	0.28	FGFR1OP
-0.46	0.066	0.28	PRSS33
-0.15	0.066	0.28	AP3S2
0.15	0.066	0.28	APEX2
0.23	0.066	0.28	TSPAN12
-0.56	0.066	0.28	ADTRP
-0.67	0.066	0.28	ISL2
0.29	0.066	0.28	RPL22L1
-0.15	0.066	0.28	PPP2CA
0.33	0.066	0.28	MATK
-0.12	0.066	0.28	NAPG
-0.34	0.066	0.28	ZC3H12A
0.48	0.066	0.28	NA
-0.29	0.066	0.28	KLF9
0.16	0.066	0.28	SUPV3L1
1.1	0.067	0.28	BDH1
0.37	0.067	0.28	FMO4
0.38	0.067	0.28	KIF24
0.22	0.067	0.28	C7H5orf30
0.43	0.067	0.28	SNORA48
-0.16	0.067	0.28	SFT2D2
0.73	0.067	0.28	CA8
0.32	0.067	0.28	NSL1
0.51	0.067	0.28	NA
0.65	0.067	0.28	TERT
0.33	0.067	0.28	ZNF554
0.41	0.067	0.28	GATA3
0.55	0.067	0.28	SULT6B1
0.65	0.067	0.28	DEGS2
0.26	0.067	0.28	GLB1L
-0.28	0.067	0.28	NA
0.16	0.067	0.28	GFM1
0.81	0.067	0.28	SLITRK2
-0.18	0.067	0.28	USP24
0.13	0.067	0.28	HAUS2
0.32	0.067	0.28	PCNA
-0.19	0.067	0.28	TICAM2
0.17	0.067	0.28	ANO8
-0.16	0.067	0.28	XAB2
0.33	0.067	0.28	HMGB2
-0.25	0.067	0.28	SMPD1
-0.25	0.068	0.28	SULT1A1
-0.25	0.068	0.28	SLX1A
0.7	0.068	0.28	FCRLB
-0.26	0.068	0.28	RER1
-0.11	0.068	0.28	PJA2
0.2	0.068	0.28	MDH2
2.09	0.068	0.28	NA
-0.46	0.068	0.28	CLCN4
0.48	0.068	0.28	NA
-0.31	0.068	0.28	CNDP2
-0.16	0.068	0.28	MAD1L1
-0.59	0.068	0.28	OLR1
-0.29	0.068	0.28	LOC101903478
0.51	0.068	0.28	C6H4orf19
-0.17	0.068	0.28	MIR197
-0.17	0.068	0.28	AMPD2
-0.17	0.068	0.28	GNAI3
0.32	0.068	0.28	ITM2C
-0.16	0.068	0.28	HSF1
0.8	0.068	0.28	NA
-0.18	0.068	0.28	TMTC4
0.39	0.068	0.28	ENPP4
-0.2	0.068	0.28	ZCCHC6
0.42	0.068	0.28	GPC4
-0.3	0.068	0.28	PIGM
-0.23	0.069	0.28	NFKB2
0.17	0.069	0.28	ORC4
-0.11	0.069	0.28	RNF146
-0.31	0.069	0.28	SLC39A13
0.35	0.069	0.28	NA
0.45	0.069	0.28	NA
-0.16	0.069	0.29	FKRP
-0.28	0.069	0.29	PLPP2
-0.23	0.069	0.29	LAMA5
0.15	0.069	0.29	PRRC2A
-0.15	0.069	0.29	CMTR1
0.13	0.069	0.29	UXS1
0.13	0.069	0.29	U5
-0.2	0.069	0.29	NA
-0.13	0.069	0.29	NAT9
-0.26	0.069	0.29	MAP1LC3A
-0.34	0.069	0.29	APBB1
0.44	0.069	0.29	NA
-1.22	0.069	0.29	TLX2
0.25	0.069	0.29	GSTZ1
0.29	0.069	0.29	ABCA7
-0.17	0.069	0.29	DYM
0.47	0.069	0.29	NA
0.15	0.069	0.29	INTS3
0.88	0.069	0.29	MEGF11
-0.09	0.069	0.29	RUFY1
0.11	0.07	0.29	LSM14B
-0.2	0.07	0.29	ERICH1
0.39	0.07	0.29	STYK1
-0.41	0.07	0.29	HERPUD1
0.26	0.07	0.29	RTN4IP1
0.17	0.07	0.29	MTCH2
0.14	0.07	0.29	CARS2
-1.07	0.07	0.29	AOX4
-0.11	0.07	0.29	POLR3C
-0.11	0.07	0.29	NUDT17
-0.12	0.07	0.29	NA
0.19	0.07	0.29	GART
-0.22	0.07	0.29	ITSN2
-0.28	0.07	0.29	UBXN11
0.14	0.07	0.29	TCHP
-0.73	0.07	0.29	CLU
0.15	0.07	0.29	SHKBP1
0.45	0.07	0.29	SLC2A11
0.41	0.07	0.29	UCHL1
0.12	0.07	0.29	NCBP3
0.32	0.07	0.29	CORO2B
0.89	0.07	0.29	LOC531296
-0.19	0.07	0.29	IFNGR1
-0.14	0.07	0.29	BAG6
-0.19	0.07	0.29	RPL5
0.94	0.07	0.29	C11H2orf40
-0.25	0.07	0.29	RBPMS
-0.12	0.07	0.29	DEF8
-0.12	0.07	0.29	NA
-2.51	0.07	0.29	CAPN14
0.26	0.07	0.29	NDST1
0.14	0.07	0.29	SNRPN
0.53	0.071	0.29	ASB9
-0.19	0.071	0.29	NA
-0.19	0.071	0.29	TMEM88B
0.17	0.071	0.29	HSPA4
0.5	0.071	0.29	SLC4A3
-0.83	0.071	0.29	CPNE5
0.4	0.071	0.29	FAM110B
0.13	0.071	0.29	LOC100852159
0.27	0.071	0.29	NA
-0.14	0.071	0.29	TOMM70A
0.14	0.071	0.29	MAP3K10
0.37	0.071	0.29	NA
1.01	0.071	0.29	GUCY2D
-0.16	0.071	0.29	CCSER2
0.75	0.071	0.29	PADI4
-0.15	0.071	0.29	STAG1
0.34	0.071	0.29	FAM65C
-0.32	0.071	0.29	MIR421
-0.12	0.071	0.29	PIK3R4
0.42	0.071	0.29	ANKRD13B
0.27	0.072	0.29	NIPSNAP1
0.45	0.072	0.29	SCN8A
-0.37	0.072	0.29	HMGA1
-0.18	0.072	0.29	MRPL3
-0.2	0.072	0.29	LOC505600
0.09	0.072	0.29	EIF2AK4
0.46	0.072	0.29	MIR2454
-0.7	0.072	0.29	DMP1
0.36	0.072	0.29	HNMT
0.16	0.072	0.29	ATXN7L1
-0.17	0.072	0.29	SPSB3
-0.17	0.072	0.29	MRPS34
-0.17	0.072	0.29	NME3
-0.16	0.072	0.29	USP15
0.21	0.072	0.29	POLD3
0.42	0.072	0.29	MYO5C
-0.14	0.072	0.29	PARL
-0.14	0.072	0.29	MAP6D1
0.3	0.072	0.29	TTC30B
-0.17	0.072	0.29	TMEM50A
-0.4	0.072	0.29	CDC42EP2
0.47	0.072	0.29	JPH1
0.55	0.072	0.29	GNA14
-0.32	0.072	0.29	NA
0.76	0.073	0.29	WNT4
-0.49	0.073	0.29	NEXN
-0.19	0.073	0.29	NA
-0.18	0.073	0.29	DUS3L
-0.18	0.073	0.29	PRR22
1.01	0.073	0.29	NA
-0.41	0.073	0.29	MSANTD3
-0.14	0.073	0.29	EIF2B2
-0.13	0.073	0.29	SCAMP4
1.33	0.073	0.29	LGR6
0.15	0.073	0.29	NA
0.15	0.073	0.29	SNORA70
0.21	0.073	0.29	HS6ST1
-0.97	0.073	0.29	NA
-0.21	0.073	0.29	NA
-0.15	0.073	0.29	USP12
0.21	0.073	0.29	LOC615792
0.46	0.073	0.29	SSC5D
-0.27	0.073	0.29	GADD45GIP1
-0.61	0.073	0.29	NA
0.22	0.073	0.29	ECHS1
0.3	0.073	0.29	PKMYT1
0.67	0.073	0.29	ANKMY1
0.13	0.073	0.29	NA
-0.3	0.073	0.29	NA
0.21	0.073	0.29	PSIP1
0.21	0.073	0.29	PMS2
-0.28	0.073	0.29	CCPG1
0.24	0.073	0.29	SFI1
0.22	0.073	0.29	CAMK2D
0.19	0.074	0.29	ZAK
0.2	0.074	0.29	ZNF175
-0.34	0.074	0.29	LLGL2
-0.47	0.074	0.29	VEPH1
0.45	0.074	0.29	NA
0.32	0.074	0.29	NA
0.6	0.074	0.29	VPREB3
0.53	0.074	0.3	NA
-0.18	0.074	0.3	SYNE2
-0.15	0.074	0.3	TXNL1
-0.34	0.074	0.3	PLAT
-0.2	0.074	0.3	ZCCHC9
-0.31	0.074	0.3	NA
0.46	0.074	0.3	NA
0.47	0.074	0.3	HOXC10
-0.23	0.074	0.3	NOD1
0.29	0.074	0.3	SNAI2
1.12	0.074	0.3	HPX
-0.88	0.074	0.3	KCNJ16
-0.36	0.074	0.3	PLXNA2
-0.21	0.074	0.3	UQCC3
-0.31	0.074	0.3	ACADVL
0.4	0.074	0.3	NA
-0.29	0.074	0.3	IFI27L2
0.27	0.074	0.3	SYNGAP1
-0.25	0.074	0.3	EDF1
0.19	0.075	0.3	APEX1
-0.22	0.075	0.3	STAT3
-0.14	0.075	0.3	NA
-0.24	0.075	0.3	TP53INP1
-0.34	0.075	0.3	HES4
0.2	0.075	0.3	TWSG1
-0.54	0.075	0.3	TIMP1
0.37	0.075	0.3	SLAMF1
0.25	0.075	0.3	INTU
0.62	0.075	0.3	FAT2
-0.17	0.075	0.3	PSMF1
0.16	0.075	0.3	CNOT3
-0.13	0.075	0.3	RAB2B
0.54	0.075	0.3	RCOR2
0.14	0.075	0.3	NMD3
0.24	0.075	0.3	AIFM1
-0.2	0.075	0.3	PPA2
-0.51	0.075	0.3	LTA4H
0.73	0.075	0.3	CDHR1
0.28	0.075	0.3	SNORA70
-0.14	0.075	0.3	ZFAND2B
0.72	0.076	0.3	NA
0.21	0.076	0.3	JARID2
-0.22	0.076	0.3	PFDN6
-0.19	0.076	0.3	TLE4
0.24	0.076	0.3	ASCC3
-0.57	0.076	0.3	LTBP2
0.37	0.076	0.3	NA
0.53	0.076	0.3	HKDC1
0.23	0.076	0.3	ARHGAP6
-0.41	0.076	0.3	NA
-0.41	0.076	0.3	FZD8
1.53	0.076	0.3	LOC782545
1.4	0.076	0.3	NA
0.35	0.076	0.3	PDE4B
-1.14	0.076	0.3	SLC39A8
0.18	0.076	0.3	CATSPERG
0.39	0.076	0.3	LRRC49
0.31	0.076	0.3	NA
0.48	0.076	0.3	NA
0.52	0.077	0.3	CYP27B1
-2.02	0.077	0.3	PROK1
0.2	0.077	0.3	ZNF428
0.1	0.077	0.3	GMEB1
0.1	0.077	0.3	YTHDF2
-0.11	0.077	0.3	NECAP2
0.2	0.077	0.3	ZNF516
0.53	0.077	0.3	FOLR2
0.21	0.077	0.3	ZNF445
-0.23	0.077	0.3	RPL39
0.77	0.077	0.3	HEPACAM2
-0.17	0.077	0.3	MPZL1
-0.75	0.077	0.3	FOS
0.36	0.077	0.3	CBX2
0.5	0.077	0.3	RNF112
0.29	0.077	0.3	OPA3
-0.17	0.077	0.3	PPP1R35
0.39	0.077	0.3	NA
-0.24	0.077	0.3	MAP3K8
-0.15	0.077	0.3	SDCCAG3
-0.19	0.077	0.3	HARBI1
0.85	0.077	0.3	NA
-0.32	0.077	0.3	CCRL2
-0.21	0.077	0.3	SDHB
0.26	0.077	0.3	AHDC1
-0.14	0.077	0.3	EIF1AD
0.17	0.077	0.3	TRAF3
-0.18	0.077	0.3	NA
0.14	0.077	0.3	FAM65A
0.14	0.077	0.3	CTCF
0.48	0.078	0.3	CCDC40
-0.39	0.078	0.3	KLF4
-0.14	0.078	0.3	C1orf198
0.15	0.078	0.3	PELI1
0.35	0.078	0.3	DUT
0.6	0.078	0.3	SYN3
0.88	0.078	0.3	FZD5
0.22	0.078	0.3	ATP13A2
0.23	0.078	0.3	MAGOHB
-0.46	0.078	0.3	HES7
-0.29	0.078	0.3	GLUL
0.7	0.078	0.31	FRMPD1
-0.61	0.079	0.31	IL1RN
-0.31	0.079	0.31	ABCA6
0.12	0.079	0.31	CDK4
0.12	0.079	0.31	AGAP2
0.28	0.079	0.31	HEATR4
-0.23	0.079	0.31	GTPBP2
0.4	0.079	0.31	FAM162B
0.14	0.079	0.31	SYMPK
0.74	0.079	0.31	NA
0.55	0.079	0.31	BCL2L14
0.17	0.079	0.31	CCT8
1.42	0.079	0.31	LOC783399
0.21	0.079	0.31	NA
-0.38	0.079	0.31	GPC1
-0.14	0.079	0.31	MED10
-0.17	0.079	0.31	DRAM1
-0.17	0.079	0.31	ZNF274
0.2	0.079	0.31	SYCE2
-0.28	0.079	0.31	HINT3
0.16	0.079	0.31	G3BP1
-0.95	0.079	0.31	NA
0.83	0.079	0.31	NA
0.25	0.079	0.31	SIPA1L1
-0.34	0.08	0.31	PM20D2
-0.14	0.08	0.31	LRRC47
-0.14	0.08	0.31	CEP104
-0.34	0.08	0.31	NA
0.27	0.08	0.31	CCDC57
0.25	0.08	0.31	FLVCR1
1.06	0.08	0.31	NA
-0.19	0.08	0.31	MICAL3
0.16	0.08	0.31	JAK2
-0.81	0.08	0.31	DPP10
0.26	0.08	0.31	MUSTN1
0.26	0.08	0.31	TMEM110
0.21	0.08	0.31	ADAL
-0.09	0.08	0.31	DHX8
-0.27	0.08	0.31	FNIP2
-0.38	0.08	0.31	CADM3
-0.22	0.08	0.31	SLC9A6
-0.84	0.08	0.31	DHRS7
1.46	0.08	0.31	COL25A1
0.18	0.08	0.31	SCAND1
-0.15	0.08	0.31	KCTD18
-0.13	0.08	0.31	WWP2
-0.15	0.08	0.31	ZNF79
-0.54	0.08	0.31	EMB
0.37	0.08	0.31	DNAJB5
-0.19	0.08	0.31	TLR6
0.11	0.081	0.31	INVS
-0.32	0.081	0.31	ITGB4
0.26	0.081	0.31	SNORD77
-0.25	0.081	0.31	ZSWIM4
-0.25	0.081	0.31	C7H19orf53
0.19	0.081	0.31	ZMYM4
0.22	0.081	0.31	MYBBP1A
-0.26	0.082	0.31	LDLRAD4
0.49	0.082	0.31	SPIB
-0.13	0.082	0.31	UNC45A
-0.53	0.082	0.31	NA
-0.49	0.082	0.31	FAM221A
0.46	0.082	0.31	ZDHHC19
0.46	0.082	0.31	TFRC
-0.12	0.082	0.31	CLCC1
-0.19	0.082	0.31	PRKX
0.37	0.082	0.31	THEM4
0.24	0.082	0.31	ICOSLG
0.41	0.082	0.31	NA
0.09	0.082	0.31	RPUSD3
0.91	0.082	0.31	PLCH1
0.34	0.082	0.31	N4BP3
0.29	0.082	0.31	NDRG2
0.26	0.082	0.31	SMARCD2
-0.19	0.082	0.31	ERCC1
-0.46	0.082	0.31	EDN1
-0.18	0.082	0.31	CCM2
0.65	0.082	0.31	KCNE4
0.81	0.082	0.31	RUFY4
-0.34	0.082	0.31	EFNA5
-0.17	0.082	0.31	RHEB
0.1	0.082	0.31	TNFSF12
0.1	0.082	0.31	TNFSF13
0.1	0.082	0.31	SENP3
1.1	0.082	0.31	FMO1
0.13	0.082	0.31	PRKACA
0.25	0.082	0.31	TOPBP1
0.11	0.082	0.31	TSN
-0.27	0.082	0.31	NA
0.36	0.082	0.31	NA
1.19	0.082	0.31	COL2A1
0.4	0.082	0.31	NR3C2
-0.19	0.083	0.31	USP20
-0.38	0.083	0.31	snoU54
-0.17	0.083	0.31	THUMPD2
0.5	0.083	0.31	SNORD15
0.21	0.083	0.31	DUSP6
0.47	0.083	0.31	SNORD23
-0.22	0.083	0.31	C7H19orf66
-0.5	0.083	0.31	S1PR3
-0.86	0.083	0.31	ATF3
-0.96	0.083	0.31	LRRC55
0.83	0.083	0.31	RIMBP2
0.16	0.083	0.31	IREB2
0.72	0.083	0.31	SORCS3
0.46	0.083	0.31	FCRLA
0.72	0.083	0.31	NA
-0.17	0.083	0.31	RHBDD2
-0.38	0.083	0.31	SQRDL
-0.21	0.083	0.31	PPP4R3B
0.58	0.083	0.31	NA
-0.24	0.083	0.31	COMT
-0.43	0.083	0.31	LGALS1
0.14	0.083	0.31	ODF2
0.93	0.083	0.31	LCN6
0.44	0.084	0.32	CDC25C
1.52	0.084	0.32	NA
0.24	0.084	0.32	MFSD3
-0.4	0.084	0.32	NA
0.28	0.084	0.32	CNRIP1
-0.21	0.084	0.32	DERL2
0.2	0.084	0.32	SRRM2
0.31	0.084	0.32	KITLG
0.91	0.084	0.32	SRCIN1
-0.17	0.084	0.32	IFI47
-0.17	0.084	0.32	NA
-0.31	0.084	0.32	SPX
-0.12	0.084	0.32	TFE3
0.19	0.084	0.32	L3MBTL3
-0.27	0.084	0.32	NAGA
0.14	0.084	0.32	B4GALT3
0.31	0.084	0.32	HACD3
0.21	0.084	0.32	C8H9orf85
0.43	0.084	0.32	ZFHX4
-0.3	0.084	0.32	FAM84B
0.56	0.084	0.32	NA
-0.16	0.084	0.32	ACOT8
0.14	0.084	0.32	CDK20
0.14	0.084	0.32	FBXW12
-0.32	0.084	0.32	NA
0.4	0.084	0.32	NA
-0.31	0.084	0.32	GHR
0.12	0.085	0.32	BUB3
0.38	0.085	0.32	PC
0.91	0.085	0.32	STK32B
0.57	0.085	0.32	NA
0.11	0.085	0.32	RNF187
-0.37	0.085	0.32	EFHC1
-0.15	0.085	0.32	NA
0.17	0.085	0.32	FTSJ1
-0.21	0.085	0.32	SAMD4A
-0.29	0.085	0.32	BCAR1
-0.22	0.085	0.32	MNT
0.18	0.085	0.32	NIT1
0.31	0.085	0.32	STARD8
0.12	0.085	0.32	BCL2L12
0.41	0.085	0.32	ZDHHC3
0.19	0.085	0.32	GAR1
0.56	0.085	0.32	PSAT1
0.21	0.085	0.32	MAGEF1
0.28	0.085	0.32	NA
-0.17	0.085	0.32	THOC7
-0.55	0.085	0.32	GCNT3
0.13	0.085	0.32	LMO4
0.44	0.085	0.32	PCSK5
0.14	0.085	0.32	PSMA3
-0.18	0.085	0.32	LASP1
0.28	0.085	0.32	ZNF667
-0.1	0.085	0.32	MIPEP
0.32	0.086	0.32	PDE7B
-0.56	0.086	0.32	PERM1
0.1	0.086	0.32	SNX27
-0.12	0.086	0.32	VTI1A
-0.41	0.086	0.32	NPAS3
0.27	0.086	0.32	SUV39H1
0.16	0.086	0.32	NA
0.16	0.086	0.32	MRPL1
0.66	0.086	0.32	POU2F3
-0.26	0.086	0.32	IDE
0.37	0.086	0.32	AOX1
0.25	0.086	0.32	ZNF569
0.2	0.086	0.32	SLTM
0.38	0.086	0.32	KIAA1524
0.35	0.086	0.32	MEOX2
0.19	0.086	0.32	DPY19L3
0.58	0.086	0.32	KCNC3
1.11	0.086	0.32	SCG2
1.41	0.086	0.32	TECTB
0.17	0.086	0.32	INPPL1
0.18	0.086	0.32	NA
0.38	0.086	0.32	STAR
0.14	0.087	0.32	TMEM179B
0.14	0.087	0.32	TAF6L
0.14	0.087	0.32	POLR2G
0.16	0.087	0.32	ACLY
0.41	0.087	0.32	AACS
0.33	0.087	0.32	PRDM8
-0.39	0.087	0.32	TUBA4A
-0.97	0.087	0.32	CTSL
0.39	0.087	0.32	RBL1
0.17	0.087	0.32	MCCC2
0.33	0.087	0.32	PPM1L
0.32	0.087	0.32	DDIAS
-0.19	0.087	0.32	PGM1
-0.63	0.087	0.32	NA
-0.18	0.087	0.32	MRPL50
0.35	0.087	0.32	OTOA
-0.21	0.087	0.32	TMBIM6
-0.09	0.087	0.32	SMUG1
0.17	0.087	0.32	THUMPD1
0.1	0.087	0.32	ELAVL1
0.44	0.087	0.32	RASAL1
-0.69	0.087	0.32	S100A2
-0.27	0.087	0.32	ANXA2
-0.47	0.087	0.32	DHCR7
0.42	0.087	0.32	COL4A2
-0.28	0.088	0.32	MFSD6
0.18	0.088	0.32	XPO1
0.41	0.088	0.32	IRF4
0.76	0.088	0.32	NA
-0.42	0.088	0.32	DLK2
0.34	0.088	0.32	HTRA1
